"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"SBS35"
"sample_186"	0.000157872949905923	0.153452507308557	0	0	0	51.0534033855355	0	21.6918963951236	93.8210915948921	0	35.4336086244488
"sample_867"	0.00186681157880334	1	17.4579193508715	2.00145391500808e-25	5.3496326299356e-27	7.69833205846476e-28	7.21467901080199	4.5558195899991e-26	194.264713736263	2.51101463900685e-27	17.062687902064
"sample_16"	0.00220668909974414	1	161.546739931793	0	0	40.8490835159792	17.0359621814888	103.092610465676	101.469728538708	98.9109684464267	49.0949069199276
"sample_750"	0.0040601072571793	1	0	0	244.764213191086	131.321177363929	9.02047185819039	0	266.578669686806	0	40.3154678999892
"sample_591"	0.00444586722711332	1	0	45.318180725008	0	0	0	782.128877193021	0	70.9935019844128	34.5594400975576
"sample_858"	0.006069283795007	1	50.5802708275167	0	0	0	0	0	57.6566741280669	0	15.7630550444164
"sample_687"	0.0102375305399906	1	0	16.7554380877154	0	0	0	146.846620763656	0	0	15.3979411486283
"sample_957"	0.0142590869254798	1	0	0	0	0	0	188.711674967959	89.6888436597533	0	26.5994813722877
"sample_31"	0.0174339618855665	1	0	63.9015763295552	16.7793157720864	0	9.98585461586801	0	62.3203089159341	27.7260700288195	17.2868743377368
"sample_622"	0.0188544879831049	1	55.2847995330555	0	0	0	0	0	156.338762942689	0	23.3764375242553
"sample_746"	0.0199504572333679	1	110.433060774997	0	0	303.553201201162	0	792.119621555123	39.2917426826876	0	76.6023737860312
"sample_279"	0.0214575133614262	1	117.896937274351	3.00024047716911e-22	1.60377401981239e-22	1.66792209245807e-22	3.02518336498512e-22	95.0429260686503	22.0141200348309	310.180185676073	23.865830946095
"sample_748"	0.0217586494904511	1	3.99241070772085e-23	28.9735621000568	60.3063818147622	4.16317137866323e-22	1.47267675066753e-22	482.593835261305	51.8340425815017	107.198955090111	22.093223152264
"sample_712"	0.0226283876214602	1	2.2223721648003e-23	1.59988345760883e-23	85.5421466431431	4.65383509351567e-23	6.45663238146751	473.845055587324	73.0597215946005	8.83561197113574e-24	23.096443793465
"sample_569"	0.0230006701590139	1	234.800378785182	0	12.544068280901	0	0	0	108.217648494079	0	33.4379044398377
"sample_747"	0.025530117816278	1	6.26534893142454e-21	3.17648389722124e-21	1.06113561002797e-23	237.74874854646	7.85649625351105e-27	85.2501009173474	122.658416714794	1.13619679854861e-21	21.3427338213988
"sample_605"	0.0276363101500786	1	56.7362801746893	0	57.2054330542976	35.236616566938	0	0	45.346116191501	0	18.4755540125742
"sample_368"	0.0281361083394092	1	0	0	0	72.0360239888858	0	0	121.598018280432	0	14.365957730682
"sample_504"	0.0299745148444809	1	9.89310123077006e-31	4.89669030978503e-20	2.17085872512193e-19	2.38225387002513e-29	6.72205859994179e-30	1051.45622788699	2.52170674790334e-20	2.55213917414283e-28	14.5437721130086
"sample_458"	0.0308193339671953	1	83.5789989677722	49.8973305409228	0	0	0	0	206.776326833565	69.5938629044992	28.1534807532412
"sample_219"	0.0311957138625779	1	37.529423617248	2.10587068979842e-24	2.26612416037567e-24	7.98176038221596e-23	1.91848185487046e-23	128.524997307187	1.68926584119947e-24	20.58481424203	15.3607648335352
"sample_835"	0.0312779102151036	1	83.1653089095399	5.29303711218926e-24	6.99032351909831e-25	9.20444960319226e-24	3.18188565727663e-22	263.790951929711	169.893681323091	250.182530211057	26.9675276266022
"sample_21"	0.0387862939133264	1	0	0	0	94.6661388275727	0	0	26.3926574449477	0	13.9412037274796
"sample_730"	0.03984340468495	1	0	60.9074712286081	0	566.714109900414	0	0	51.6948457603078	0	22.6835731106698
"sample_59"	0.0401284773152151	1	0	114.144847628192	58.8421386637754	0	0	164.348860164892	137.393186232502	0	25.270967310639
"sample_535"	0.0407321779958285	1	0	0	147.299598087878	0	65.9883199349341	2747.91100621803	0	0	31.8010757591546
"sample_890"	0.043114385484123	1	0	0	24.4953576389673	0	0	97.0986279663324	60.4369095944516	0	17.9691048002486
"sample_295"	0.044555155244617	1	133.700511584074	0	0	0	0	624.320962285637	54.0743101893911	0	27.9042159408973
"sample_56"	0.0451135539699417	1	117.877592927027	41.0159410151348	0	0	0	793.914301473157	118.543948130081	0	32.6482164546008
"sample_740"	0.0463185139745497	1	59.407757722615	0	0	107.619230677295	0	243.160609191919	99.32806325974	100.37137939997	38.1129597484614
"sample_234"	0.0486853380773432	1	9.67690619835755e-22	4.01924261206107e-23	6.08940449255197e-22	24.5775454725087	1.77365329895955e-23	130.620535447169	81.1683401919641	6.15379196574071e-24	11.6335788883586
"sample_916"	0.0524692624036933	1	0	0	110.051978803646	0	6.98631247805672	0	114.314103953225	0	16.6476047650719
"sample_339"	0.05378486028506	1	0	0	27.0716062168731	29.8224136706707	0	24.7342834699004	51.9298625118382	18.196688259659	13.2451458710585
"sample_744"	0.0548740472425613	1	0	0	205.251627911147	0	0	247.460085448937	0	29.4870636954311	13.8012229444849
"sample_427"	0.0553365189214844	1	5.28088188779271e-29	0	0	6.06690566108091e-30	1.03460593408071e-27	1047.27815044957	85.2676821533624	1.83208079496413e-43	15.454167397067
"sample_291"	0.0562834651270269	1	110.626775504967	1.08505055728837e-22	15.2282152957813	57.0985113401299	37.013719293518	119.129708794153	98.1705897793048	1.57603118208062e-23	21.7324799921463
"sample_989"	0.0662104326941175	1	0	0	0	0	0	189.972209308892	90.8573023056841	0	28.1704883854234
"sample_706"	0.0666766633096215	1	132.468788971627	1.4865884450243e-23	1.30814250348625e-18	50.0399246272186	2.9278384608949e-20	154.252752422473	370.026312271323	3.11140164542116e-19	26.2122217073583
"sample_657"	0.0668289023970185	1	0	0	0	0	0	128.515123430657	146.979809469546	0	16.5050670997968
"sample_188"	0.0672495247468427	1	58.5741636370458	51.8148899527277	0	0	0	159.401596716574	170.935336976741	511.409704690019	38.8643080268927
"sample_752"	0.0681278018031015	1	0	57.4924155751045	0	0	0	219.520952548059	0	68.9866318768368	0
"sample_599"	0.0684503271942935	1	0	83.7165774053471	84.2040327571872	0	0	547.753037910418	163.017707844464	0	29.3086440825835
"sample_999"	0.0715738988427295	1	0	0	0	0	0	535.508381770683	103.491618229317	0	0
"sample_543"	0.0829480931990136	1	0	0	0	0	0	0	245.618119731837	60.0872161871226	16.2946640810399
"sample_297"	0.0915435435929562	1	0	0	38.9687143778258	0	0	55.0577314658152	154.973554156359	0	0
"sample_689"	0.0929411206550666	1	0	0	0	85.2882734707572	0	522.715804468668	142.995922060575	0	0
"sample_798"	0.0932607857660207	1	0	0	0	62.0747098647766	6.75582436887969	0	53.4914927890656	11.6779729772781	0
"sample_468"	0.0936455040084782	1	162.691739153117	213.086800753713	0	41.4081791093433	0	0	107.096422347372	0	16.7168586364545
"sample_293"	0.0941373777456725	1	0	0	0	38.4994842391727	0	0	114.441295818001	0	15.0592199428259
"sample_991"	0.0945577150167644	1	0	20.1172056278725	0	22.6018649712037	0	0	69.2766778308658	12.004251570058	0
"sample_838"	0.0957301412286389	1	169.489502462195	55.1105396002735	0	35.6111427427551	8.19965657928121	0	236.360051739886	0	39.229106875609
"sample_372"	0.0966870690853205	1	41.5927585150985	0	0	52.110935055567	0	40.2782359879634	104.022771348151	41.9952990932202	0
"sample_436"	0.098167230489089	1	74.6481793875654	0	0	0	0	227.098596297055	100.253224315379	0	0
"sample_437"	0.0996283017030344	1	2.00815491906032e-21	4.2176841884619e-22	4.12567915882437e-23	64.7856767072447	1.70796555496381e-21	87.0110696699485	249.502335691749	14.323651903366	22.3772660276923
"sample_978"	0.100354139198892	1	0	0	0	95.3585783799258	0	330.667027207972	92.5779506421044	0	30.3964437699982
"sample_129"	0.100602785901691	1	0	0	0	49.5111710330792	11.3140661280045	285.778045790432	68.0496466023851	0	28.3470704460989
"sample_241"	0.101064205844768	1	2.62719050452333e-22	5.87304555066668e-22	5.16581575150291e-22	3.68264340954609e-22	12.9350680889037	1592.48744781999	130.431112259983	1.78872009717401e-21	18.1463718311212
"sample_347"	0.104226861980374	1	0	0	0	0	6.28212622224345	1254.04835450027	153.550484897455	38.1711049181048	30.9479294619234
"sample_679"	0.10542326741705	1	794.852905751663	0	0	0	0	1118.92570551448	81.7283926393336	327.229119979023	69.2638761154962
"sample_255"	0.110128771124536	1	166.75604359277	0	65.1257328477284	0	0	390.533675970681	44.5845475888207	0	0
"sample_602"	0.114019492737175	1	498.359146183754	0	0	56.189113982135	48.9036714525184	137.429443351011	60.4336392948596	0	36.684985735722
"sample_970"	0.11527838787935	1	1.82772480425753e-20	8.52071965706476e-22	34.67102528939	1.31211961007735e-21	2.47577681720849e-21	1030.77800396103	396.683183140266	6.70658108457818e-21	27.8677876093184
"sample_224"	0.115453033841007	1	0	168.320954015495	0	0	0	167.534905520694	80.1441404638113	0	0
"sample_142"	0.117061677599275	1	0	0	54.0239199535052	307.286922637922	0	1070.96888163032	0	0	20.7202757782569
"sample_260"	0.11790862061811	1	0	0	0	70.9998419256469	0	535.062550873714	0	0	27.9376072006395
"sample_272"	0.118102757203704	1	0	0	47.8693560422479	132.131514761207	0	0	368.396045584231	0	17.6030836123143
"sample_732"	0.118823218368507	1	0	19.7805732816359	53.444093393537	79.2908829807847	6.44940379626464	52.0076787908643	235.169501505961	0	17.8578662509525
"sample_906"	0.120296052112741	1	5.17943784787734e-22	34.4849621796766	5.30264061282467e-23	69.1500248075895	8.95536148275351e-22	2242.15971864	4.39450217812334e-22	0.456926622654145	24.7483677500774
"sample_705"	0.123977061380431	1	0	24.5320815103904	14.5044299729814	0	0	97.1293088110432	75.834179705585	0	0
"sample_184"	0.125650719517085	1	102.410474359826	68.8317748935035	35.8137882922417	134.277891513419	1.4478128228306e-21	65.3879626884132	75.4361794044858	3.23952949695294e-22	20.8419288481108
"sample_497"	0.125905259236923	1	111.289096920824	0	0	0	14.7569310386473	973.574465594335	398.379506446193	0	0
"sample_187"	0.132854465677757	1	0	67.3005776432581	0	0	30.6523357367571	427.200393212884	0	0	20.8466934071008
"sample_311"	0.135077649635347	1	0	63.5491882701334	97.9417292950721	34.7539978137466	0	149.755084621048	0	0	0
"sample_414"	0.137406879345275	1	197.950874587706	0	66.0066177710157	0	0	495.6094429828	170.865896856366	0	45.5671678021121
"sample_128"	0.139808768156397	1	135.285597828988	78.7148070983051	0	0	0	0	377.924499663002	28.0750954097054	0
"sample_577"	0.142554139773657	1	34.2408873337541	0	0	59.8861864474392	0	87.3157757293977	21.7868418550486	153.77030863436	0
"sample_406"	0.146552883272556	1	119.923545913723	0	37.3095996852587	0	0	38.5113132372003	61.8302241141331	0	12.4253170496852
"sample_765"	0.148351139416813	1	77.0504488011759	0	0	0	0	389.018578118942	60.4422476280376	16.4887254518445	0
