"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"SBS17b"
"sample_868"	1.53804398073548e-05	0.014780602654868	2.33478055984236e-31	46.3789462925895	7.74007964193664e-22	6.02346765164794e-30	1.33625325664688e-28	169.077975399014	7.94588493441928e-28	2.14419162732879e-30	11.5430783083961
"sample_453"	3.70743717661231e-05	0.0356284712672443	0	0	0	0	0	59.9060854346305	49.6550860512266	0	19.4388285141429
"sample_667"	5.73878692768043e-05	0.055149742375009	0	0	0	0	0	92.8926438794764	73.7077982768015	20.8559524220523	14.5436054216698
"sample_692"	7.93826085559993e-05	0.0762866868223154	100.035979697884	56.1638166637369	1.86907765623577e-24	1.49390435813835e-25	5.16147454245657e-23	6.6936715232208e-23	59.3574718316874	1.88291765905728e-28	14.4427318066921
"sample_209"	0.00010145696977027	0.0975001479492295	0	54.4185310209328	0	0	0	128.401604140691	39.6985369874137	0	12.4813278509626
"sample_725"	0.000195515928062506	0.187890806868068	0	0	0	0	313.248396712765	60.8120836955917	140.900616021713	0	14.03890356993
"sample_768"	0.000217552685467065	0.209068130733849	81.5474900628851	0	0	0	0	0	91.4734362883802	0	11.9790736487347
"sample_39"	0.000396464406166414	0.381002294325924	0	73.7155527332948	0	0	77.3821172240142	168.215328498118	97.2857946401023	0	18.4012069044703
"sample_36"	0.000450288649180604	0.43272739186256	0	0	0	0	32.2669254756391	55.9414017402917	0	0	5.79167278406921
"sample_677"	0.000594538678161632	0.571351669713329	299.895508084771	0	0	0	0	511.762365962089	184.105825122892	0	18.2363008302476
"sample_596"	0.000769100067592652	0.739105164956538	0	31.7034810156907	0	0	0	95.0771646551686	176.250599930288	0	10.9687543988527
"sample_555"	0.000855724308049548	0.822351060035616	145.513768553424	7.54201258621028e-22	26.068190434066	2.66565759393568e-22	4.15036654607839e-22	7.85321672885352e-22	218.409277044842	1.34807462124555e-22	16.0087639676683
"sample_516"	0.0008948939407966	0.859993077105533	216.138843380223	0	0	0	0	62.5689277215669	37.3901507349956	0	12.9020781632142
"sample_597"	0.000904275211435586	0.869008478189598	0	0	0	0	0	100.135202171233	0	0	8.86479782876732
"sample_518"	0.00115025535369094	1	133.603297776436	0	0	0	0	0	118.331698812419	0	13.0650034111443
"sample_672"	0.00115752920887398	1	0	56.0612823806373	0	0	0	0	61.2731829723844	9.92439965748204	8.74113498949624
