"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"SBS17b"
"sample_120"	5.30472752246104e-12	5.08723369404014e-09	52.3098023618504	0	0	0	0	0	127.464523094393	0	32.225674543757
"sample_856"	1.29031024926689e-10	1.23740752904695e-07	5.75707811367243e-27	8.2183622872928	8.24987473616822e-24	28.2477741472807	2.27227154225228e-24	9.83813935069432e-26	49.626631052641	1.44503224084353e-24	29.9072325127855
"sample_923"	3.95989460263242e-10	3.79753892392449e-07	255.473759103322	6.37414930481125	0	0	2.53644217606375	0	40.2035515050049	0	23.4120979107976
"sample_727"	5.650941686338e-10	5.41925307719814e-07	163.64132071861	112.640501581538	0	0	27.6216641263154	247.113901414428	0	11.7844225424657	47.1981896166439
"sample_143"	5.74609576862829e-10	5.51050584211453e-07	0	40.4073081256888	0	0	0	38.2075891638446	174.051472407583	0	32.3336303028834
"sample_800"	8.6852839232584e-10	8.32918728240481e-07	0	0	0	0	60.9363504571056	337.935707162753	58.6763283194828	0	35.4516140606581
"sample_172"	1.13950128505972e-09	1.09278173237228e-06	0	65.7086321319612	0	0	0	0	0	0	20.2913678680389
"sample_913"	2.61125848316338e-09	2.50419688535368e-06	0	0	0	0	0	0	41.2130905120743	0	17.7869094879257
"sample_230"	4.25387906760193e-09	4.07947002583025e-06	75.6031839325347	0	0	0	0	360.508407443105	0	0	21.8884086243598
"sample_623"	5.07652548505563e-09	4.86838794016835e-06	0	26.5425013676887	0	0	20.758945283614	28.6121379490177	0	0	17.0864153996795
"sample_788"	6.19853832248021e-09	5.94439825125852e-06	0	0	0	0	0	0	70.4523778854608	0	20.5476221145392
"sample_937"	8.14810997081734e-09	7.81403746201383e-06	0	0	0	44.5820821277611	0	69.1675739538429	46.4799994672374	25.0815500883714	32.6887943627872
"sample_672"	9.29644730352839e-09	8.91529296408373e-06	36.0552207550448	1.03966340000647e-25	1.19916921335442e-24	3.48153676028061e-29	3.8929922125237e-20	1.67356481026187e-29	87.7880803623728	11.3353783719375	22.821320510645
"sample_618"	2.81682027245742e-08	2.70133064128666e-05	0	0	0	0	0	167.521217905586	369.630973934301	0	21.8478081601133
"sample_831"	4.90063851088227e-08	4.6997123319361e-05	0	48.9069590637879	0	0	11.625089557717	172.745073415523	72.6634199257764	0	22.059458037196
"sample_656"	5.9386762315393e-08	5.69519050604619e-05	0	0	0	0	7.93131812288638	167.166903131708	0	0	14.9017787454056
"sample_999"	7.19297549118451e-08	6.89806349604594e-05	49.3343685635739	0	36.3419056148617	0	0	0	0	0	36.3237258215644
"sample_986"	8.06489801742319e-08	7.73423719870884e-05	0	25.3870694405949	0	0	0	132.635523022715	90.8338515476762	0	21.1435559890137
"sample_90"	1.09707102303154e-07	0.000105209111108725	197.900142323751	0	0	0	0	273.219605953218	224.084439137301	0	27.7958125857303
"sample_359"	1.20640998444893e-07	0.000115694717508652	6.9797800940382e-24	4.48354386886641e-24	5.09007847750844e-24	58.1108532872444	6.86914661951006e-24	1.78269704982776e-23	76.6699111391966	0.175979298495791	23.0432562750632
"sample_235"	1.63465816037935e-07	0.00015676371758038	0	0	0	21.8538543312402	16.1956658173024	0	76.0006085224585	0	18.9498713289988
"sample_207"	1.74343382090242e-07	0.000167195303424542	0	0	0	0	42.9976071410963	0	0	22.6059436120358	17.3964492468679
"sample_648"	1.78759551474451e-07	0.000171430409863998	108.427233815706	40.6866884385574	4.79758507011779e-22	7.7001325336469e-23	7.68186746764283e-22	100.708610896476	101.878671675409	1.23207548958923e-23	25.2987951738521
"sample_890"	2.10771625658375e-07	0.000202129989006381	85.9570681677125	5.41766104050669e-22	1.65330244447088e-22	4.13046741026588e-21	5.43937061025738e-22	195.099870697697	131.04898708507	166.28322304714	18.6108510023806
"sample_137"	2.84709512415517e-07	0.000273036422406481	395.078303717647	0	0	0	0	0	62.8962504010192	3.94599028933755	18.0794555919967
"sample_983"	3.05007868269744e-07	0.000292502545670684	3.92164329904682e-23	3.50022276222494e-24	1.51414291663353e-23	1.10507891203129e-23	2.27222460070047e-23	171.402181161835	3.02960506396304e-23	23.8332353226851	16.7645835154796
