"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"SBS31"
"sample_703"	7.63417977871555e-13	7.4127885651328e-10	0	0	0	0	64.5764451206058	0	43.3203174470759	0	60.1032374323183
"sample_830"	3.40877155690233e-12	3.30991718175217e-09	0	0	0	30.7234198177411	0	0	49.4249473342905	0	60.8516328479684
"sample_618"	3.48898206066563e-12	3.38780158090633e-09	0	0	0	0	0	0	100.966241711985	0	51.0337582880154
"sample_179"	1.79693109106434e-11	1.74482008942348e-08	5.59237105736873e-22	3.85792076234028e-25	1.36816808325868e-21	4.68841430721937e-24	9.06985473220935	20.9873223829111	49.1612727690959	3.05536938551795e-21	66.7815501157837
"sample_149"	1.20375724350267e-10	1.16884828344109e-07	0	0	0	29.0537537157599	0	0	97.2489664073834	0	56.6972798768568
"sample_724"	3.39007315599981e-10	3.29176103447582e-07	26.9020173901411	0	37.7659866896644	96.7814750363038	0	0	38.8901780157477	0	78.660342868143
"sample_846"	6.01046202832251e-10	5.83615862950116e-07	0	0	0	0	0	0	93.1013574742841	0	62.8986425257159
"sample_827"	6.51179345352735e-10	6.32295144337506e-07	4.12932344072876e-26	54.5967153966803	6.47181509023745e-24	36.1081142187345	2.57750942514269e-24	1.81723998111357e-26	22.4654373334359	57.5177328814405	51.3120001697088
"sample_144"	1.43662406200354e-09	1.39496196420544e-06	0	0	0	0	26.4156162266947	0	48.8063181484986	0	47.7780656248067
"sample_999"	7.1642509932931e-09	6.9564877144876e-06	0	0	0	0	0	0	90.2861498564863	0	67.7138501435137
"sample_67"	9.80693947882103e-09	9.52253823393522e-06	0	0	0	24.7135526792103	0	0	74.6163762525195	0	77.6700710682701
"sample_495"	1.29592913169107e-08	1.25834718687203e-05	3.18447040586782e-24	8.1815703502642e-25	1.66806891112075e-24	30.5011443146249	4.63890721578538e-23	2.17009183321037e-22	153.438130410852	6.53143573462238	60.5292895399006
"sample_630"	1.31302802687196e-08	1.27495021409268e-05	0	0	0	0	53.192205217841	57.8267698896878	85.2864996565709	0	71.6945252359002
"sample_55"	1.68037398056387e-08	1.63164313512752e-05	0	0	19.2282233074938	0	0	21.643028233313	101.161744934522	0	51.9670035246715
"sample_617"	1.69610517828129e-08	1.64691812811113e-05	1.00621957032051e-22	0.355838693075633	41.197971502952	62.9406269818732	1.52477608061467e-24	8.69294916823525e-25	71.6797431771675	4.21525232593982e-25	54.8258196449316
"sample_69"	1.91140188317782e-08	1.85597122856566e-05	92.2419268683827	0	0	0	10.6359164307571	0	72.8864136424863	14.4039446861383	89.8317983722355
"sample_572"	2.18548076613479e-08	2.12210182391688e-05	1.46847457755342e-27	1.2223897302881e-26	110.453424586755	65.5059525396361	27.7372047763647	1.86033940320777e-26	203.166035518981	185.556269723542	64.5811128547209
"sample_223"	2.58860303362128e-08	2.51353354564626e-05	0	0	63.5065107942837	80.9430473436763	18.8232478238505	0	59.1278750620582	0	58.5993189761313
"sample_207"	4.01131644394695e-08	3.89498826707249e-05	0	0	35.5650528652552	0	141.775098219143	22.8728278498127	142.436400044091	0	55.3506210216979
"sample_259"	4.23231718289276e-08	4.10957998458887e-05	0	0	115.274578192713	0	32.3442330811194	0	52.6299300908686	38.1456356790996	50.6056229561996
"sample_113"	5.00356054750133e-08	4.85845729162379e-05	0	0	0	0	10.4973652439142	0	161.785416271154	0	62.7172184849315
"sample_836"	7.51928028663973e-08	7.30122115832718e-05	1.05926266665049e-22	0.394238249740361	24.2122213001425	24.4816024737275	6.17728997330813e-23	2.88138813534726e-22	109.096486942888	25.0025645850708	43.8128864484307
"sample_43"	8.69205492775337e-08	8.43998533484852e-05	0	0	27.6861611944352	44.4423226273089	0	0	0	59.4469587385596	31.4245574396963
"sample_759"	9.11294035803875e-08	8.84866508765562e-05	0	0	38.3845233762784	39.9741928920923	0	0	70.688284462233	0	59.9529992693962
"sample_430"	9.32777561269909e-08	9.05727011993082e-05	0	0	0	0	83.9687349066973	96.434039072516	89.2968997022413	0	61.3003263185454
"sample_947"	1.00468369284284e-07	9.75547865750399e-05	15.7243973386144	0	0	0	13.1445362091604	0	62.8643443999994	0	68.2667220522258
"sample_826"	1.28362971465063e-07	0.000124640445292577	0	0	40.3166546548307	0	2.99773854678765	31.2335723659131	100.045957138997	0	50.4060772934711
"sample_14"	1.49822480423434e-07	0.000145477628491154	34.8149956035052	0	90.1917987547981	36.5610093023149	0	0	53.2098613059327	151.366378903327	80.8559561301217
"sample_123"	1.63947469349377e-07	0.000159192992738245	0	0	0	18.1718922194458	0	76.5334864910493	85.7535975262976	0	61.5410237632073
"sample_145"	1.68468607745444e-07	0.000163583018120826	0	0	10.5293065245685	84.5828639232478	0	0	47.8510681672088	0	42.0367613849748
"sample_882"	1.78213625970392e-07	0.000173045430817251	41.1432682658719	0	0	75.7186783560877	0	0	188.523455480892	13.9042621241608	85.7103357729877
"sample_646"	2.27859014877798e-07	0.000221251103446342	50.883893964183	9.00266059023431e-21	62.3137103984936	31.9604791113009	6.18308818365022e-28	99.1813291201768	4.542478811162e-21	33.1444260971308	89.5161613087149
"sample_845"	2.41585745915109e-07	0.000234579759283571	0	0	41.6589063103829	0	28.3643569704156	45.5839047473023	0	70.3040206543792	71.08881131752
"sample_323"	3.45492975643376e-07	0.000335473679349718	87.3928526674921	0	0	0	7.70099389004605	0	60.1119455100118	10.1067476532727	75.6874602791773
"sample_857"	3.65726763584854e-07	0.000355120687440894	8.97511312958867e-22	1.10807755262514e-20	16.6413537374671	4.3008721103868e-21	34.2921654125918	1.38953814172653e-22	280.361083650528	15.6729088985245	50.0324883008887
"sample_460"	3.91587767231147e-07	0.000380231721981444	63.178581032157	0	137.926989693004	0	0	0	137.014467102549	0	103.87996217229
"sample_286"	5.11920710207255e-07	0.000497075009611244	0	45.5563157267583	0	0	67.0295513327833	0	190.337197330007	0	63.0769356104516
