"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"oxaliplatin"
"sample_576"	7.30000517127523e-11	7.05910500062315e-08	7.73838668845328e-27	2.6002246845348e-26	4.03486260492109e-26	3.90695593228499e-25	1.55871648589978e-25	1.80575251712643e-24	47.8270515712929	5.88925718745867e-25	47.1729484287071
"sample_869"	4.10667781960612e-09	3.97115745155912e-06	137.373575722963	24.7149858349793	1.30230377601535e-26	4.44193567471536e-22	33.9681708773748	6.06043615989354e-25	1.05184342488175e-24	1.40709251157924e-23	64.9432675646833
"sample_124"	5.53175511690984e-09	5.34920719805181e-06	54.1641117980534	0	0	0	0	0	0	0	72.8358882019466
"sample_658"	9.79497493125656e-09	9.47174075852509e-06	0	27.0713601848009	0	0	0	98.8831596635669	0	0	54.0454801516322
"sample_546"	1.59836518649676e-08	1.54561913534237e-05	0	0	0	0	0	76.6687592168194	57.7956021280488	0	62.5356386551318
"sample_894"	2.38916414245688e-08	2.3103217257558e-05	0	0	0	0	10.9817169729666	0	158.169355688555	0	57.8489273384779
"sample_355"	5.29511334306437e-08	5.12037460274325e-05	0	32.0496180216095	0	0	0	0	176.056798313959	12.1106136429376	70.7829700214944
"sample_909"	7.77920224396902e-08	7.52248856991805e-05	0	0	39.590967121964	0	0	0	61.4914500357492	0	48.9175828422868
"sample_537"	8.02085059155562e-08	7.75616252203428e-05	0	0	16.0237463273346	0	0	198.240050159538	0	0	78.7362035131276
"sample_104"	8.21475286102157e-08	7.94366601660786e-05	32.4624879312094	0	0	0	0	0	124.034607929185	8.05698918241217	72.4459149571938
"sample_153"	1.04152897672046e-07	0.000100715852048868	3.75356468831577e-23	1.6130870946765e-23	4.40008839967284e-23	32.088669164719	4.02012611105368e-23	5.3252636719994e-24	1.00925655443584e-23	5.50320509415578	44.4081257411252
"sample_207"	1.13654408652944e-07	0.000109903813167396	151.651578643041	0	0	0	0	0	0	0	54.3484213569594
"sample_158"	1.34640880618566e-07	0.000130197731558153	0	0	64.0445645319612	0	0	0	180.80212589881	0	84.1533095692287
"sample_7"	2.45592176128729e-07	0.000237487634316481	0	0	0	0	0	176.115756079152	58.5878024938621	0	59.2964414269859
"sample_499"	4.20115867384147e-07	0.00040625204376047	54.3175648933026	75.4308975322963	0	0	11.4332063668034	127.224571966515	0	387.272237796708	100.321521444374
"sample_62"	4.23935110721943e-07	0.000409945252068119	0	0	0	0	235.729717440895	0	0	0	52.2702825591051
"sample_123"	6.83689888434187e-07	0.000661128122115859	0	61.2034202640364	0	0	0	85.0764882131985	122.741451936591	0	89.9786395861745
"sample_900"	7.29602347226304e-07	0.000705525469767836	79.0438172177584	0	0	0	0	56.8756285059775	164.589837856843	0	89.4907164194209
"sample_490"	8.3060908177388e-07	0.000803198982075342	0	41.6966447336825	0	0	0	30.4765906792512	0	6.09345117120999	61.7333134158564
"sample_724"	9.44551614245294e-07	0.0009133814109752	0	0	0	0	0	0	106.651632029688	0	51.3483679703118
"sample_600"	9.84616162725933e-07	0.000952123829355977	175.516941225955	0	0	0	0	0	0	0	72.4830587740448
"sample_513"	9.99225434503726e-07	0.000966250995165103	8.17942734465517e-23	1.47807330499559e-22	9.69527306919693e-23	1.8840221734446e-22	2.76096270650694e-22	646.461916306586	377.161353829659	6.70089047569451e-22	75.3767298637557
"sample_942"	1.00837828449673e-06	0.000975101801108339	0	0	84.0772351950638	82.2367715175386	0	31.3235023734424	0	0	87.3624909139551
"sample_506"	1.29411799361935e-06	0.00125141209982991	1.62082236586754e-21	3.87358332281103e-22	36.4754059418171	1.79330310666381e-22	5.61973212941091e-22	121.844938266257	2.35941598113969e-23	22.6738299821747	43.0058258097514
"sample_244"	1.4984317514734e-06	0.00144898350367478	0	0	0	33.3367498093641	0	187.069194935916	52.5775771747483	0	96.0164780799718
"sample_35"	1.57525367754659e-06	0.00152327030618755	7.54184367790816e-28	4.54276346945755e-24	1.19211641707222e-22	3.43815588043212e-23	134.638673423492	411.740115426518	122.369866825276	1.67625046374495e-22	58.2513443247134
"sample_907"	1.63523802428743e-06	0.00158127516948594	58.2356668371429	0	0	0	13.7499232062518	0	166.840812327987	0	76.1735976286181
"sample_831"	1.66334362223127e-06	0.00160845328269764	0	0	36.4253036458435	0	40.1372163012848	0	36.4120191675389	17.4671723516137	81.558288533719
"sample_556"	2.08849509794165e-06	0.00201957475970957	8.900182059463e-23	3.34853254103539e-23	63.3434436819649	3.2198630770834e-24	1.05928140229407e-23	67.4100656720348	76.1893736991586	62.3589405018109	49.6981764450308
"sample_522"	2.18788903052831e-06	0.00211568869252088	0	69.9842863262136	0	0	0	0	0	0	37.0157136737864
"sample_627"	2.26759567372794e-06	0.00219276501649492	52.4572463313739	2.53093406452538e-27	1.18752836219087e-27	2.93079554108396e-28	12.4999791680576	184.142614906408	253.550867690533	56.6585387516459	73.6907531519822
