"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"SBS35"
"sample_105"	0.0394358239741165	1	9.82060421933707e-23	712.319916154393	49.611200680308	4.00782770883982e-21	6.03529845410674	56.2594937536341	262.376964777468	19.8755436321988	38.5215825478914
"sample_60"	0.0506916402969852	1	39.608048018226	0	135.187854489886	0	0	0	0	0	14.2040974918885
"sample_467"	0.064638695085206	1	113.332634228765	107.376411394091	0	43.9538368342993	0	118.597175720473	60.82947523092	65.9104665914515	0
"sample_833"	0.0657182258790538	1	133.661984185396	0	0	0	14.08807417427	1820.09553717217	374.154404468162	0	0
"sample_610"	0.07976552183404	1	0	0	0	116.771470660719	49.8327626314397	491.217944478304	690.755192788658	0	49.4226294408795
"sample_475"	0.0855293824551723	1	0	45.3918727827647	0	0	0	146.677773806216	23.6791927569567	0	14.2511606540623
"sample_950"	0.0887556160499227	1	0	0	70.6969964364664	0	0	273.62958609485	387.815146461732	344.858271006952	0
"sample_62"	0.0989680025807528	1	440.323693501388	0	0	0	0	624.879107897077	102.187686783074	34.6095118184614	0
"sample_670"	0.107099434272286	1	223.576716435775	0	0	0	0	527.573111639172	20.465430216086	19.3847417089673	0
"sample_91"	0.108949541725308	1	39.7670341426681	0	0	0	0	0	145.232965857332	0	0
"sample_54"	0.110374935657331	1	288.970549612621	0	0	0	26.4452828472268	110.463271239314	522.455342797563	131.665553503275	0
"sample_565"	0.113350363252547	1	108.583991909545	93.0431712807144	0	0	0	274.670754292927	57.8458152705579	60.8562672462564	0
"sample_382"	0.129368803296889	1	0	16.9218013876319	0	29.9847420135516	0	0	80.0934565988165	0	0
"sample_334"	0.133032080084653	1	297.869713003874	120.076251931496	35.6805373475567	0	0	166.387685296796	52.3658423695803	0	36.6199700506964
"sample_448"	0.137641384453051	1	0	130.076278252042	0	0	22.3630313301466	890.85596803699	199.981944566455	216.722777814367	0
"sample_464"	0.143422469220438	1	0	348.171663405916	136.638958628659	0	0	97.3442899755135	0	12.4637085964215	29.3813793934899
"sample_766"	0.158159844038424	1	102.528284207472	0	0	0	0	46.4717157925282	0	0	0
"sample_116"	0.15879245383692	1	218.000332019446	56.0320726221521	0	0	0	0	257.646649383849	0	20.3209459745531
"sample_17"	0.163499957111968	1	0	0	0	152.334067544057	0	1884.66593245594	0	0	0
"sample_372"	0.166887076552721	1	0	0	0	0	0	577.529320309303	115.443432796613	0	26.027246894084
"sample_568"	0.175771020000567	1	0	164.88554555207	84.9074128461123	0	0	232.12774736739	82.0851705499872	0	35.9941236844412
"sample_42"	0.187565693367007	1	71.331465808392	0	0	0	0	577.264278204457	166.404255987151	0	0
"sample_822"	0.192511370553298	1	0	61.7575664790322	40.6977212656907	87.9740660861592	0	1011.28862618931	0	50.282019979809	0
"sample_332"	0.19275042986068	1	0	94.7755216682939	0	78.0605899498513	0	1275.231490435	264.796628449034	0	43.1357694978194
"sample_579"	0.197256943277008	1	215.693015295764	176.175784997863	0	0	0	142.257745985204	118.595893917092	12.277559804078	0
"sample_96"	0.205871457296952	1	197.780851619085	49.5045296926472	37.7761656404323	81.4675683416656	10.8038020811238	238.644838641435	449.99259704587	38.0296469377416	0
"sample_872"	0.211245334791294	1	979.31449320616	0	0	64.4475983138809	0	0	361.054354674209	0	56.1835538057499
"sample_364"	0.21449432370378	1	189.092557091037	32.6607999241947	0	34.9391862536943	8.37106266923498	0	72.9363940618394	0	0
"sample_184"	0.232114129714939	1	127.48663841146	75.9284398358416	20.7610480729192	0	48.6687009981955	0	722.699355065344	0	40.4558176162393
"sample_235"	0.236925403052999	1	0	0	27.3473156240239	0	366.437614610824	305.444380066922	125.77068969823	0	0
"sample_764"	0.237109355916824	1	0	0	0	0	14.5622923773973	142.182136694264	217.255570928339	0	0
"sample_860"	0.258546003270507	1	136.239286191097	0	357.184334576363	911.099220395931	0	0	0	0	22.4771588366097
"sample_239"	0.262889520198035	1	0	7.56144284727666	0	0	0	235.88664195827	95.5519151944534	0	0
"sample_664"	0.26461877843567	1	124.682779865061	0	0	0	217.726521972108	784.536250325178	175.054447837653	0	0
"sample_893"	0.265295109084995	1	600.061266118887	76.0099121484484	0	63.0322393980211	0	177.261859202853	153.111148536346	19.523574595444	0
"sample_15"	0.26811990435753	1	124.745693538167	36.0758335982406	114.932798929658	0	0	58.2456739339344	0	0	0
"sample_391"	0.280346385590204	1	916.94458143485	82.4667185100496	0	48.1125702243139	21.4734045519355	168.974190296396	70.396905898322	0	32.6316290841329
"sample_900"	0.286256310031079	1	124.156423712102	0	57.4607173985427	0	71.9454806303182	43.2001722569489	0	172.237206002088	0
"sample_503"	0.287075059605536	1	98.7061487268757	0	0	0	75.3336827399774	450.061332777202	38.8988357559448	0	0
"sample_493"	0.292930140406641	1	0	256.593579944958	0	0	0	446.070336502228	37.426245561535	68.9098379912794	0
"sample_921"	0.301168445444497	1	0	0	0	163.239868072415	0	707.082775856194	511.67735607139	0	0
"sample_101"	0.30570755540925	1	281.00676134861	0	145.055384091464	126.996659046361	0	102.536087739813	73.4051077737524	0	0
"sample_495"	0.31485072352271	1	150.892278962994	0	0	62.4516884301554	0	412.879564005643	160.776468601208	0	0
"sample_807"	0.322177606521049	1	0	0	10.3249431649923	87.3784653178189	0	269.296591517189	0	0	0
"sample_335"	0.343222736493139	1	562.257583190707	211.57248473611	106.796772939241	68.4725077771373	0	296.578178757841	118.511208955866	23.8112636430981	0
"sample_968"	0.346817134757483	1	0	0	33.9804385634713	77.9583543957136	0	527.385029641801	155.404248868088	22.2719285309263	0
"sample_21"	0.363396597833022	1	0	86.0916114952772	30.7710834138675	145.763839848599	0	0	424.373465242257	0	0
"sample_915"	0.364666064094661	1	0	0	0	0	899.252924598687	464.747075401313	0	0	0
"sample_698"	0.368425915768883	1	176.486497530569	0	57.4403306389455	76.3083458305129	89.2611853915375	170.503640608435	0	0	0
"sample_967"	0.372376585046722	1	0	0	0	68.8003076262481	0	93.0914577047469	171.906625539286	0	16.2016091297188
"sample_107"	0.377647473506289	1	0	0	0	61.1755437711407	0	142.701659794258	55.5978290306099	26.5249674039915	0
"sample_174"	0.377896942579495	1	145.042436633116	0	18.970439851034	166.164736454599	0	117.381748151036	51.4406389102146	0	0
"sample_230"	0.37938783290455	1	0	0	0	79.8636931677746	0	55.5903461967786	218.134683472368	13.4112771630788	0
"sample_423"	0.38458210956601	1	0	0	0	105.7871966228	0	1171.2128033772	0	0	0
"sample_172"	0.393129126545299	1	122.2449522954	0	25.9870331770066	0	0	439.641781245107	92.1262332824867	0	0
"sample_122"	0.395817012110913	1	45.3153618152184	0	0	60.8517369660505	31.3592350356029	178.714137463159	58.9322243187373	25.8273044012316	0
"sample_255"	0.396370095795255	1	0	75.7337602597917	0	0	0	123.782472375551	92.483767364657	0	0
"sample_199"	0.396938152930224	1	0	0	0	192.373395099385	0	417.899559124039	251.727045776576	0	0
"sample_873"	0.399165635417602	1	349.4425962454	0	54.3755551854924	282.82963636713	30.6376773108656	571.836501249884	110.871481304694	167.006552336534	0
"sample_819"	0.40628102077292	1	69.374119309457	0	0	0	0	64.5598411960807	130.465549884129	50.6004896103332	0
"sample_157"	0.406590655481091	1	271.222099743114	176.650462862405	53.2473747294604	0	0	267.981317258673	114.898745406348	0	0
"sample_303"	0.407060479479246	1	0	0	24.6505054273124	40.9979040657292	0	220.324734206826	77.6327206907922	18.3941356093404	0
"sample_831"	0.413332224887852	1	75.0610541487037	96.4439072780455	0	58.4493068596546	0	411.247189563293	46.7985421503031	0	0
"sample_3"	0.414034881609916	1	0	0	0	36.5192348885196	0	198.567777281127	161.912987830353	0	0
