"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"SBS17b"
"sample_42"	4.6180559442519e-50	4.51645871347836e-47	0	11.1086295407557	0	0	8.76417396914038	0	0	0	106.127196490104
"sample_219"	3.53767573173022e-44	3.45984686563215e-41	0	0	0	0	0	0	66.4969655104887	12.0117199830569	117.491314506454
"sample_308"	1.31312485736541e-38	1.28423611050337e-35	0	0	0	0	0	302.440071805931	0	0	128.559928194069
"sample_784"	1.76633202405223e-38	1.72747271952308e-35	4.79180979442255e-23	3.47566136914637e-24	1.05305542474677e-23	3.68649103432416e-24	3.95003442379139e-25	14.5715943859396	72.5721067025743	9.68727422796689e-24	77.8562989114861
"sample_39"	3.52841986434607e-38	3.45079462733045e-35	94.2034496679244	0	0	0	0	43.3606683051045	0	0	102.435882026971
"sample_711"	9.55103601309685e-38	9.34091322080872e-35	0	0	0	0	0	43.6413807188767	96.9111199489126	14.6128988033135	92.8346005288972
"sample_316"	2.93167784213416e-37	2.86718092960721e-34	0	0	0	0	0	0	107.077969620204	22.287184538272	125.634845841524
"sample_660"	1.19319158421919e-35	1.16694136936637e-32	0	103.993319286595	0	0	0	294.761328124357	0	0	99.2453525890482
"sample_461"	3.72457892064775e-35	3.6426381843935e-32	62.9646887675582	0	0	0	0	0	0	0	80.0353112324418
"sample_612"	2.23817482377067e-34	2.18893497764771e-31	4.19208162818473e-18	1.39169368784235e-23	1.75671816727209e-18	8.61296088894326e-25	2.43150873704709	4.54142558607076e-18	38.6811057334631	0.0288769020972277	73.8585086273926
"sample_48"	2.84966898837974e-33	2.78697627063538e-30	49.6135265593908	0	0	0	4.05685713056561	0	58.3947302508436	0	98.9348860592
"sample_715"	1.12153493441567e-32	1.09686116585853e-29	0	0	18.9668134720944	0	0	0	0	0	76.0331865279056
"sample_537"	1.56506527388364e-31	1.5306338378582e-28	0	70.6997569892847	0	0	25.0451758854453	136.432584714783	39.2027709386953	0	96.6197114717912
"sample_644"	1.66706746064424e-31	1.63039197651007e-28	35.467495577257	0	0	0	0	0	43.7779236262509	0	87.7545807964921
"sample_144"	1.03089136980867e-30	1.00821175967288e-27	62.7768409709814	0	0	0	0	354.790139406635	0	8.19947383364842	94.2335457887354
"sample_89"	1.10507294753439e-30	1.08076134268863e-27	105.536991645911	2.49770234048446e-21	4.25268766925874e-24	2.79454113425952e-20	1.83862427977777e-20	137.711191920497	159.079728636163	7.61254535105701e-20	110.672087797428
"sample_385"	6.71946101328137e-30	6.57163287098917e-27	0	47.0822364373594	0	0	0	0	25.7783187784903	0	96.1394447841502
"sample_437"	7.08767916016326e-30	6.93175021863967e-27	0	0	0	0	18.3825994629083	94.1617129643711	220.911394506758	0	104.544293065962
"sample_529"	1.81502171287825e-29	1.77509123519493e-26	0	0	34.9853936042709	0	3.27945624561791	0	0	10.9019110176284	75.8332391324827
