"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"oxaliplatin"
"sample_397"	8.62951725200703e-10	8.3533726999428e-07	0	0	0	53.2930861414382	0	155.369268231855	33.466786947835	0	81.8708586788717
"sample_929"	1.43728728692016e-09	1.39129409373871e-06	0	0	0	0	8.65983255642849	0	60.7128056381998	0	54.6273618053717
"sample_21"	8.40511786423188e-09	8.13615409257646e-06	0	0	0	0	15.8662860462312	0	0	10.9266659667485	50.2070479870203
"sample_926"	5.98363008231671e-08	5.79215391968258e-05	0	0	0	0	0	140.053773028033	61.1213690073121	0	57.8248579646551
"sample_396"	7.63945302689573e-08	7.39499053003507e-05	9.90896528899779e-35	3.0730797912835e-31	7.3951474184434e-19	4.69241398833712e-28	1.59944108737725e-30	85.9512231282585	1.37551247802163e-29	2.46748739519854e-30	44.0487768717415
"sample_450"	9.6522962087349e-08	9.34342273005539e-05	56.474206928593	0	0	0	0	0	61.7741951954821	0	56.7515978759249
"sample_731"	1.2760555634118e-07	0.000123522178538262	0	20.6528807282207	0	0	0	164.248288104617	0	0	52.0988311671626
"sample_852"	1.31128624892061e-07	0.000126932508895515	0	0	31.4325005589039	53.9864791914867	0	0	51.5854122185172	0	52.9956080310922
"sample_169"	2.06307493772824e-07	0.000199705653972094	0	0	0	0	0	0	90.9868415306324	0	47.0131584693676
"sample_934"	2.19063175796286e-07	0.000212053154170805	4.98611833504582e-30	7.94119185796899e-23	2.21231008205907e-22	12.0842356972456	5.42824858327044	5.1787709350966e-23	63.0751794421914	1.02314924633622e-29	39.4123362772925
"sample_776"	2.98500759161831e-07	0.000288948734868652	0	0	0	0	1.31153775909085	0	45.5980341077251	0	42.090428133184
"sample_410"	3.48286766646623e-07	0.000337141590113931	1.11954559890501e-24	1.40786041413658e-22	2.21934599811951e-22	49.1806547215012	3.98119309212544e-23	117.008464812	55.051044594801	4.61547388579621e-23	63.7598358716981
"sample_307"	3.74420103305918e-07	0.000362438660000129	0	0	0	0	0	100.471786173412	0	0	48.5282138265884
"sample_158"	4.07707997158982e-07	0.000394661341249894	0	37.0443417616486	0	0	1.9370388027471	66.1115298839106	23.3505012857418	0	57.5565882659519
"sample_405"	4.60005855318033e-07	0.000445285667947856	111.090245144432	1.19993779681751e-24	3.58687974597274e-30	142.612089478768	1.63763499898623e-22	8.30284880759306e-25	1.74878855277455e-30	2.08302731800177e-26	82.2976653768
"sample_426"	7.11975508133358e-07	0.00068919229187309	0	21.9586306755007	0	0	0	0	52.5907720948504	0	54.4505972296489
"sample_439"	7.63978224982237e-07	0.000739530921782806	0	0	0	0	0	32.9224869840557	17.7237585286553	0	35.353754487289
"sample_110"	7.89467278714682e-07	0.000764204325795812	53.9087982027841	0	0	0	0	44.8066373249328	0	124.421674995178	40.8628894771049
"sample_240"	8.04475892057464e-07	0.000778732663511625	0	0	0	0	0	286.718126750215	0	0	60.2818732497845
"sample_175"	8.65446117488695e-07	0.000837751841729056	0	0	0	0	0	772.689558640981	61.298628307412	0	81.0118130516074
"sample_355"	1.10052767022391e-06	0.00106531078477674	177.708065114489	0	0	0	0	0	0	0	48.2919348855106
"sample_881"	1.18619765853235e-06	0.00114823933345931	0	23.2351649770935	10.2308757119276	0	0	353.146853314007	37.4172340679239	0	80.9698719290483
"sample_71"	1.19558988379913e-06	0.00115733100751756	0	0	65.3848414172765	0	0	0	55.3160524214226	0	37.2991061613009
"sample_683"	1.25664875643931e-06	0.00121643599623325	1.03482878313615e-22	4.35493495135894e-23	2.49993116669657e-23	1.44755880720551e-23	5.97444721006835e-23	216.78791610773	50.5025146681966	1.90698443081705e-22	47.709569224073
"sample_985"	1.61939879688459e-06	0.00156757803538429	84.687950115392	0	0	43.3293299963638	0	443.426235007852	51.6730830329676	0	86.8834018474244
"sample_281"	1.74252829810082e-06	0.00168676739256159	24.7559803421692	0	0	0	0	0	148.911972294537	19.9215033680551	56.4105439952386
"sample_577"	1.86013960435252e-06	0.00180061513701324	1.63156696646064e-31	1.55163112905406e-29	5.4259186843081e-43	2.22977986230362e-30	5.65199862948761e-45	290.665465078315	85.9379571469674	6.78239835538513e-44	49.3965777747174
"sample_483"	2.10682794860025e-06	0.00203940945424504	2.15807862842949e-23	88.1377933684109	1.20017665235485e-22	3.26292074168837e-24	3.7503358798764e-24	2.57300633166181e-22	120.287932768912	1.0771699418361e-23	49.5742738626773
"sample_564"	2.38011432788083e-06	0.00230395066938864	64.8766978479994	47.4804466527395	88.066037442497	49.3924374842403	0	0	0	0	79.1843805725238
"sample_427"	2.49550514995483e-06	0.00241564898515627	92.8865597119401	0	0	0	19.526713300447	135.395187447105	225.853473424301	0	71.3380661162071
"sample_812"	3.01945754849471e-06	0.00292283490694288	0	0	0	0	0	0	135.945150674252	22.4001147984916	56.6547345272562
"sample_408"	4.58277110968906e-06	0.00443612243417901	0	35.4431126610296	0	0	0	0	35.2573816590446	0	52.2995056799258
"sample_11"	5.04503569745048e-06	0.00488359455513207	0	0	16.9974528030227	0	0	97.8325583968908	0	0	49.1699888000865
