"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"oxaliplatin"
"sample_373"	1.44507851997385e-11	1.40750647845453e-08	7.49158674340097e-30	1.26426098772934e-28	2.37720291786218e-29	0	2.13362651061902e-28	7.03955180253366e-29	4.3664805884845e-29	14.9493587231362	44.0506412768638
"sample_751"	2.69403781283763e-11	2.62399282970386e-08	0	0	0	0	10.1439478322598	154.724521031015	84.9593032280335	0	61.172227908692
"sample_388"	1.24672208301228e-07	0.000121430730885396	0	47.1040516157485	0	0	1.86127695075077	0	0	0	31.0346714335007
"sample_124"	1.26175574631613e-07	0.000122895009691191	0	0	23.166737664494	0	10.5064454963882	0	54.6426735654249	0	52.6841432736929
"sample_384"	3.49758796794295e-07	0.000340665068077643	0	0	0	0	0	0	76.1900557253651	0	40.8099442746349
"sample_62"	3.68836059251142e-07	0.000359246321710612	0	0	0	0	0	98.6593093635063	92.1613586274155	0	65.1793320090782
"sample_520"	7.36850606428755e-07	0.000717692490661607	0	0	0	0	0	700.152861380531	0	0	65.8471386194693
"sample_620"	9.45143699683251e-07	0.000920569963491487	0.016243287337972	2.85401751679028e-28	9.31842541524126e-28	3.46503390847767e-21	2.62023851312543e-27	1.26766158365866e-29	44.3485568899703	9.64673549917776e-28	31.6351998226918
"sample_953"	1.42628917456363e-06	0.00138920565602498	0	0	61.5423843375119	0	0	0	83.6873417684263	0	44.7702738940618
"sample_344"	4.01812731447143e-06	0.00391365600429517	43.4265702653387	0	0	0	0	61.2343790056798	43.143914173589	14.3800233331222	59.8151132222702
"sample_88"	4.36795735709907e-06	0.0042543904658145	5.96282812070626e-24	1.50252528843801e-23	1.00481905802255e-28	1.4440190400822e-22	1.67780044519504e-28	0	123.758132619187	0	35.241867380813
"sample_153"	5.52351584209084e-06	0.00537990443019648	1.68064077306077e-22	3.48472578169234e-23	2.10929310438925e-28	3.59292140990438e-28	13.9505987057029	121.516038174482	34.5175891241874	0.23141681233809	41.7843571832895
"sample_293"	5.77034603141411e-06	0.00562031703459734	0	0	0	0	0	47.9237115420986	131.638726922348	11.1428916453812	45.2946698901723
"sample_575"	6.95959395018097e-06	0.00677864450747626	70.9963538787941	2.977839515818e-23	4.490309677099e-23	5.04044212792383e-18	4.50889335725887e-21	103.084334469261	29.0069832213012	13.304776681992	45.6075517486519
"sample_850"	7.56658871771863e-06	0.00736985741105794	0	28.1037011938314	0	0	0	93.1981598018922	141.153071012263	0	45.5450679920139
"sample_204"	8.02233401148105e-06	0.00781375332718254	129.278011541961	0	0	0	0	1277.41829510284	0	0	96.3036933552043
"sample_451"	1.01952238988363e-05	0.00993014807746654	0	0	0	33.3158742752587	0	0	71.9461216142813	0	46.73800411046
"sample_433"	1.44107018139821e-05	0.0140360235668186	63.1524833637786	2.51247653298066e-28	9.24185991251852e-29	9.55333393018554e-28	1.60819060527876e-29	79.3967497072019	75.0928747084578	7.74774516061537e-28	53.3578922205617
"sample_107"	1.50356479728652e-05	0.0146447211255707	0	0	0	0	0	70.3611656788218	118.315238577877	0	38.3235957433014
"sample_540"	3.07300368400154e-05	0.029931055882175	0	0	0	0	0	0	295.927899296293	0	36.0721007037068
"sample_773"	3.34836881262276e-05	0.0326131122349457	0	0	0	24.4978866869867	0	0	71.6123978326052	0	34.8897154804081
"sample_31"	3.68504752506332e-05	0.0358923628941168	78.017446530657	40.2390507956087	32.8352118022928	9.3856123991826e-25	3.64569369956955e-21	69.4138769400948	77.0861499490845	1.88155170154128e-23	48.4082639822622
"sample_257"	4.59307022349608e-05	0.0447365039768518	0	0	0	0	0	139.918279921988	149.070289804383	19.4761606582159	60.5352696154134
"sample_646"	4.70866146406271e-05	0.0458623626599708	56.0280246547637	1.2027785894418e-25	44.2689151557497	0	5.86677414531051e-29	71.0660727098495	284.806916114229	23.2429610774713	51.5871102879372
"sample_591"	5.27860302313514e-05	0.0514135934453363	262.720135153578	0	67.8761843143395	0	0	0	0	8.90886832209869	69.4948122099834
"sample_387"	5.4812237772739e-05	0.0533871195906478	31.0332386573462	0	0	45.8233529698581	72.9514983017265	0	141.322136455906	0	88.869773615163
"sample_664"	5.52603481346463e-05	0.0538235790831455	0	0	0	0	5.97826575789154	0	54.358966395279	0	32.6627678468295
"sample_374"	6.08646139635396e-05	0.0592821340004875	0	0	0	0	0	191.856211116258	175.463066224114	0	64.6807226596272
"sample_832"	6.43337758489435e-05	0.062661097676871	100.490201343719	66.657589365322	68.3311185966706	0	0	0	253.732888727049	0	78.7882019672402
"sample_121"	6.77427109113423e-05	0.0659814004276474	0	13.7847276521341	0	0	0	28.7690449947845	96.4349696479692	0	43.0112577051122
"sample_986"	7.11900480311356e-05	0.0693391067823261	0	0	12.5303045827518	0	0	196.068922808231	137.622082103307	0	66.77869050571
"sample_505"	7.83820305768818e-05	0.0763440977818829	186.561881907327	64.0133648633181	131.365752226303	91.7911939614623	239.087931873596	0	0	0	79.1798751679943
"sample_155"	9.54439568714248e-05	0.0929624139927678	96.5230337983393	1.44592378188889e-21	1.40943212561877e-26	6.24305076984595e-22	4.14746922489328e-22	62.3038780214434	154.407136008142	3.09247888526783e-22	43.7659521720751
"sample_145"	0.000100174828202004	0.0975702826687522	0	0	99.269676409267	0	0	84.1673872329404	0	17.5001688887725	46.0627674690201
"sample_224"	0.000117414277461495	0.114361506247496	244.157966137211	2.01893332325372e-28	5.54797237735382e-28	0	1.18800056246617e-27	2.60028064441248e-30	24.9632673437113	8.56674241671699	48.3120241023613
"sample_175"	0.000122804908305034	0.119611980689103	0	0	0	29.680607259464	0	0	126.024548868202	0	35.2948438723337
"sample_555"	0.000123633528124385	0.120419056393151	41.42870240219	0	0	0	2.55082764593908	39.6708237758769	103.07395456922	0	46.2756916067744
"sample_766"	0.000142655958964511	0.138946904031434	0	135.773563800924	0	0	26.2350214931536	0	223.853590091532	0	45.13782461439
"sample_562"	0.000143517845987159	0.139786381991493	32.4883492598196	0	0	0	0	0	28.5040217896854	0	33.0076289504951
"sample_101"	0.000147631878093483	0.143793449263053	0	0	0	53.9118285417449	0	32.5870168886896	46.0929614161825	0	38.408193153383
"sample_786"	0.000181238452885101	0.176526253110089	3.48926968320261e-31	21.4000534068448	5.75697027572896e-39	1.33629331695737e-24	5.40520879373987e-26	1.30567394920994e-24	383.843639270872	62.3399072047873	48.4164001174959
"sample_821"	0.000185811439069385	0.180980341653581	92.4979085689986	0	0	47.2385046675249	14.8226008407206	72.7621363697196	0	0	58.6788495530363
"sample_581"	0.000198614536978154	0.193450559016722	0	0	0	95.7727400488705	0	0	381.306018611811	7.99166022050934	63.929581118809
"sample_35"	0.00021538170151318	0.209781777273837	4.8564335225633e-23	1.00818479210252e-22	4.13651947442072e-24	1.51407503865719e-23	2.09760844399386e-28	468.569508836331	53.9158608981719	1.06390639733339e-22	31.5146302654974
"sample_340"	0.000232627566411883	0.226579249685174	0	0	0	37.3256754629201	0	427.048397790706	48.806547940075	0	41.8193788062991
"sample_38"	0.000239340005833502	0.233117165681831	91.4970779073138	73.1486030176198	10.6644041280106	40.3927253500302	4.76942276870566e-26	4.10997543947249e-26	48.0292181988131	2.6084495338268e-25	66.2679713982124
"sample_880"	0.000241306780372912	0.235032804083216	100.086169091891	2.02613257921732e-23	8.94559978108466e-23	8.36644090039381e-23	1.712596455581e-23	100.221729295941	50.0509141509165	1.67319169516424e-20	36.6411874612514
"sample_5"	0.000242037219393822	0.235744251689583	200.760650160053	110.034450455316	4.74184540583527e-28	7.7046830098057e-28	2.97664703344694e-22	82.6204497123043	70.9887592379282	4.84445891705164e-22	63.5956904343977
"sample_467"	0.000248312674398897	0.241856544864526	0	25.2341282853622	0	0	0	145.943327999668	75.9442114593412	0	51.8783322556288
"sample_485"	0.000254730641509357	0.248107644830114	58.7072554197804	112.685548270313	44.1684793319942	62.6851069549535	0	0	278.975025511409	0	75.7785845115496
"sample_432"	0.000265170029671497	0.258275608900038	0	114.606238375699	47.4751827502553	0	0	0	90.8336141491564	0	41.0849647248895
"sample_262"	0.000266084513871481	0.259166316510822	187.717509634308	0	0	0	72.8601069247594	184.892842976836	44.1812403107911	0	70.3483001533059
"sample_718"	0.000274546705105562	0.267408490772817	2.0809784726745e-26	1.97079941031632e-24	57.5344699210734	3.70618778112045e-23	5.9673789145051e-24	3.77855324740011e-29	53.9444403349455	2.35374939834521e-26	26.5210897439811
"sample_268"	0.000275779303486104	0.268609041595466	0	0	0	134.470997818291	0	167.917956439899	187.221287794548	0	60.389757947262
"sample_579"	0.000277363967093325	0.270152503948898	5.91737835327314e-21	0	109.77145620789	2.84793150424159e-22	31.6272490874663	6.03370412762109e-27	305.900685078066	2.73584244845544e-23	41.7006096265776
"sample_150"	0.000284937971163085	0.277529583912845	121.78546318989	149.933922818737	0	0	0	0	257.228167318989	0	79.0524466723842
"sample_606"	0.000291322850735607	0.283748456616481	214.76064469782	0	0	0	9.94024728344888	178.633904845603	44.4546317685088	0	72.2105714046188
