"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"SBS31"
"sample_651"	5.65297900284738e-08	5.46077771675057e-05	0	0	0	25.5710448150556	0	0	166.878756966806	48.3580996156486	46.1920986024894
"sample_414"	9.01828828701317e-07	0.000871166648525472	0	0	0	0	0	0	38.5175264822782	0	44.4824735177218
"sample_479"	9.37185643431453e-06	0.00905321331554784	0	35.1643370362117	0	112.109330851278	0	0	0	46.341653717669	69.3846783948409
"sample_316"	1.01495821230748e-05	0.00980449633089029	0	0	0	26.7180207775482	0	0	65.6090687375695	0	32.6729104848823
"sample_658"	2.99383347181648e-05	0.0289204313377472	0	0	140.646786523318	0	0	0	130.644370343593	19.0290776406304	35.6797654924583
"sample_160"	3.38829565174166e-05	0.0327309359958244	29.7613785928408	0	130.833848668047	73.2927942971298	0	0	0	0	45.1119784419827
"sample_203"	5.92631448487386e-05	0.0572481979238815	45.4144970455228	0	0	0	0	45.1006927240932	82.2127666113875	13.546015770828	58.7260278481685
"sample_821"	6.52929340602146e-05	0.0630729743021673	36.465716100811	0	50.2561786617696	0	0	0	24.9425668489206	0	37.3355383884988
"sample_487"	7.93875560638966e-05	0.0766883791577241	0	86.4627228655057	0	0	6.73661896471824	0	225.044293719682	7.72397331560741	45.032391134487
"sample_310"	8.79312398677519e-05	0.0849415777122483	35.3929962363112	0	0	260.800293314569	40.1939819601794	0	120.594285634649	0	61.0184428542917
"sample_742"	8.90411075086112e-05	0.0860137098533184	0	0	13.6362533667721	88.672912719507	0	0	0	22.0309511982017	29.6598827155192
"sample_741"	0.000108061461779751	0.10438737207924	0	29.7423314140962	0	0	0	0	98.5125493705574	32.8336927524906	31.9114264628558
"sample_231"	0.000120010218207845	0.115929870788779	0	0	0	0	10.2928570811368	176.077829754306	232.304877292082	25.0426220916151	71.2818137808596
"sample_893"	0.000143993547350354	0.139097766740442	0	0	0	236.146338542243	0	0	0	0	25.853661457757
