"pval"	"apval"	"X1_0.98_NA"	"X2_0.98_NA"	"X3_0.99_NA"	"X4_0.94_NA"	"X5_1.0_SBS52.0.93"	"X6_1.0_NA"	"X7_0.97_SBS46.0.9"	"X8_1.0_SBS45.0.95"	"oxaliplatin"
"sample_467"	1.63064068707752e-10	1.56867634096857e-07	41.5535920683945	0	0	0	0	96.4126700143864	0	0	70.0337379172192
"sample_308"	4.05493365711423e-08	3.90084617814389e-05	0	0	0	0	0	99.0619991525072	38.4275992820042	0	45.5104015654886
"sample_273"	2.80130640646912e-07	0.000269485676302329	6.89662395639625e-24	28.1538713268289	9.83186384908089e-24	7.11797314902562e-25	3.66794200774431e-23	226.565207700607	51.2130364862275	4.82413390355724e-22	56.0678844863369
"sample_300"	2.94567266379389e-07	0.000283373710256973	0	0	0	0	0	29.4991068858891	0	0	34.5008931141109
"sample_880"	8.19265927729768e-07	0.000788133822476037	94.0533360627987	0	0	0	19.8514457944235	0	19.8359694749064	0	49.2592486678714
"sample_691"	3.5560156640488e-06	0.00342088706881494	64.5321368313174	0	0	0	0	0	32.3687497428305	25.4062386472026	53.6928747786495
"sample_524"	4.021193201166e-06	0.00386838785952169	0	0	0	0	0	419.795130434857	0	0	47.2048695651426
"sample_248"	4.70937603543679e-06	0.00453041974609019	129.547000444008	98.7967766323808	45.2517108347942	0	0	0	0	28.8705163148091	56.5339957740081
"sample_647"	5.5867159646115e-06	0.00537442075795626	70.9772961494267	0	24.0907683637437	0	0	98.3000703111386	112.385278869454	61.0465451074713	88.2000411987654
"sample_204"	7.42988931117034e-06	0.00714755351734587	1.51341205339101e-23	1.96723506462919e-21	3.62616825967399e-22	38.6799533454458	2.5413666903497e-22	264.36957003835	84.2544492256231	4.97582156015994e-22	49.6960273905813
"sample_138"	1.3120778894955e-05	0.0126221892969467	0	32.3950574425818	0	0	1.81130827989896	33.6232425677622	54.6411542127586	0	51.5292374969984
"sample_674"	1.43510596911266e-05	0.0138057194228638	0	0	39.4096902506625	0	0	0	50.6047995118836	0	36.985510237454
"sample_290"	1.43721212699247e-05	0.0138259806616676	0	25.9619082971942	0	0	0	51.395738761154	78.301578602312	49.2714161212043	56.0693582181355
"sample_108"	1.44093526296032e-05	0.0138617972296783	0	0	0	0	62.3629223726698	341.631818198879	29.8740896613588	0	62.1311697670921
"sample_247"	1.72961592730747e-05	0.0166389052206979	0	0	0	34.0475946961534	0	0	68.4830697256505	0	47.4693355781961
"sample_65"	1.80967135409701e-05	0.0174090384264132	0	0	368.463231742629	0	0	0	149.665205011357	9.98231880835836	49.8892444376555
"sample_80"	1.86503846677579e-05	0.0179416700503831	1.56651094876064e-22	53.2510918354497	2.48936258936192e-23	8.24596837739624e-23	7.71915707898818e-23	1707.90325861622	3.41811550768858e-23	0.369848368246751	62.4758011800809
"sample_335"	2.9544050790901e-05	0.0284213768608468	0	0	62.7703730802173	0	7.75977604318331	85.8421847017372	50.9000438358432	6.38339613031982	62.3442262086991
"sample_263"	3.04480546936573e-05	0.0292910286152983	0	0	194.557626299343	0	0	94.9255365300455	0	0	35.5168371706111
"sample_395"	3.97583593578262e-05	0.0382475417022288	0	0	0	0	0	91.7284404627372	41.3077901299898	0	43.9637694072729
"sample_276"	4.17383281598115e-05	0.0401522716897387	1.07949465960279e-27	6.8869737656238e-27	5.02368694769404e-29	0	16.3056887116045	2.31973864217469e-29	54.8043181518536	1.0039175935434e-27	27.8899931365419
"sample_777"	7.12585238114818e-05	0.0685506999066455	112.680196901873	0	0	0	0	83.9517877056862	184.110406085393	0	57.2576093070479
"sample_748"	8.60304364718835e-05	0.082761279885952	61.4613679093698	43.4358160834835	0	0	14.286874052214	118.943702317134	60.5385240463469	0	50.3337155914517
"sample_734"	9.01469838999225e-05	0.0867213985117254	82.78989410722	0	80.4205205277571	0	0	222.862774897978	0	0	41.9268104670445
"sample_954"	9.39099744140223e-05	0.0903413953862894	4.35168110330345e-22	5.86307389286776e-20	46.9061982650468	4.05374063569615e-22	3.82208628263852e-22	475.753522852995	118.740705486075	52.5260122352079	48.0735611606758
"sample_588"	0.000107597603067362	0.103508894150802	0	0	67.2243984591544	0	0	212.974349139933	377.817906555815	0	95.9833458450979
"sample_946"	0.000108083762395205	0.103976579424187	58.9084472794306	0	45.3599034545118	0	0	44.9114883570785	33.5567400313554	0	42.2634208776237
"sample_60"	0.000111689055139338	0.107444871044043	67.7721243787511	0	16.0908574698274	274.148576336107	0	201.248850054313	0	0	72.7395917610014
